"Data Source","World Development Indicators",

"Last Updated Date","2016-04-11",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Czech Republic","CZE","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9403189647195","16.8227502466812","15.8584027111951","15.2638553432541","14.7327793679552","14.2902015180714","14.7452733205203","14.2419171973717","14.6049505224806","14.5200053540036","14.8544372462438","14.4501677753576","14.2517492476915","13.4659640600822","14.0092212079955","13.6220888561036","12.4478463736417","12.9177056852008","13.0666143610297","13.4692610123193","","","",
"Germany","DEU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.86962597743989","11.6738831264717","11.8006037364037","11.4757938049241","11.6731226566282","11.4519611189754","10.8730113775489","10.6991037359755","10.8157641846569","11.4794077687808","11.6638476927729","10.9251091530151","10.78197038578","10.9564066505712","10.389100591028","10.5988193270342","10.8146243443017","11.2723468938378","11.3908907139678","11.5490924415107","11.1157880049301","11.4408535322146","11.5712232200547","11.5501166327522","","",
"Djibouti","DJI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.081966625558","17.5837736203025","17.7674731308097","18.9791803469635","20.2790243536061","22.93","23.5199240986717","25.0878734622144","24.8504446240905","24.2694928084784","24.5986496624156","23.0354505169867","23.1068702290076","","","",
"Denmark","DNK","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7574140526968","29.1838448329431","29.5294385203283","30.8983012164266","31.5638128734457","31.6608502314076","31.8799043903443","31.7470514624445","32.0466712148858","31.9265747508097","31.5940894226595","30.1672592356251","30.1172552373267","30.1408691938965","31.3084554456787","33.0602882872571","31.8517805377388","35.0846002943774","33.494510000573","33.337292995157","32.9607227424584","32.9610773184743","33.6133602317146","35.1150582089734","","",
"Dominican Republic","DOM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2967907455263","7.5985610292807","10.9460910363708","11.2444063571367","10.6453003719639","10.7298866046897","10.4070292400612","11.6556902922814","11.7021883175042","11.7565243708059","12.3210832396133","13.7604285705003","13.6102981383849","11.9470217591287","12.8930894344431","14.5501713886836","14.8369111167162","14.9186262005849","14.2010585171447","12.6839304808208","12.2342347278667","12.2520871401607","13.0731238852954","13.8264489953616","","",
"Algeria","DZA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6937991128836","28.5995168384586","30.6070025900504","31.6084461252098","25.0268140752384","27.0177243083625","36.9283150104806","32.0455116759474","31.5249061090902","27.5820542009132","26.8039966661228","30.7654698103847","40.7503931800042","37.4310106532247","45.2529375476986","35.1429017808773","34.4027687664659","37.1858528136063","","","","",
"East Asia & Pacific (developing only)","EAP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63685390625332","10.0493306073795","10.539164926001","10.7918431432389","10.8032794312933","10.6855021854688","10.9051735556884","","","","",
"East Asia & Pacific (all income levels)","EAS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0939604428889","12.7439942374036","12.4830256497504","","","","","","","","","","","","","","","","","11.3328070773451","11.7343105716561","","","","",
"Europe & Central Asia (developing only)","ECA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3581292010614","15.5194380325516","17.4862241301671","14.8694789139442","","","","","","","","","","18.8204492896484","18.3136248764734","18.8405504637342","18.9710090403964","19.1116489925985","","","",
